"Notes","Residence State","Residence State Code","MMWR Week","MMWR Week Code","UCD - ICD Sub-Chapter","UCD - ICD Sub-Chapter Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate
,"California","06","2021 Week 23 ending June 12, 2021","2021/23","Renal failure","N17-N19","75-84 years","75-84",27,Not Applicable,Not Applicable
,"California","06","2021 Week 23 ending June 12, 2021","2021/23","Renal failure","N17-N19","85+ years","85+",22,Not Applicable,Not Applicable
,"California","06","2021 Week 24 ending June 19, 2021","2021/24","Renal failure","N17-N19","55-64 years","55-64",11,Not Applicable,Not Applicable
,"California","06","2021 Week 24 ending June 19, 2021","2021/24","Renal failure","N17-N19","65-74 years","65-74",13,Not Applicable,Not Applicable
,"California","06","2021 Week 24 ending June 19, 2021","2021/24","Renal failure","N17-N19","75-84 years","75-84",20,Not Applicable,Not Applicable
,"California","06","2021 Week 24 ending June 19, 2021","2021/24","Renal failure","N17-N19","85+ years","85+",27,Not Applicable,Not Applicable
,"California","06","2021 Week 25 ending June 26, 2021","2021/25","Renal failure","N17-N19","55-64 years","55-64",10,Not Applicable,Not Applicable
,"California","06","2021 Week 25 ending June 26, 2021","2021/25","Renal failure","N17-N19","65-74 years","65-74",12,Not Applicable,Not Applicable
,"California","06","2021 Week 25 ending June 26, 2021","2021/25","Renal failure","N17-N19","75-84 years","75-84",20,Not Applicable,Not Applicable
,"California","06","2021 Week 25 ending June 26, 2021","2021/25","Renal failure","N17-N19","85+ years","85+",26,Not Applicable,Not Applicable
,"California","06","2021 Week 26 ending July 03, 2021","2021/26","Renal failure","N17-N19","65-74 years","65-74",19,Not Applicable,Not Applicable
,"California","06","2021 Week 26 ending July 03, 2021","2021/26","Renal failure","N17-N19","75-84 years","75-84",18,Not Applicable,Not Applicable
,"California","06","2021 Week 26 ending July 03, 2021","2021/26","Renal failure","N17-N19","85+ years","85+",27,Not Applicable,Not Applicable
,"California","06","2021 Week 27 ending July 10, 2021","2021/27","Renal failure","N17-N19","65-74 years","65-74",18,Not Applicable,Not Applicable
,"California","06","2021 Week 27 ending July 10, 2021","2021/27","Renal failure","N17-N19","75-84 years","75-84",32,Not Applicable,Not Applicable
,"California","06","2021 Week 27 ending July 10, 2021","2021/27","Renal failure","N17-N19","85+ years","85+",28,Not Applicable,Not Applicable
,"California","06","2021 Week 28 ending July 17, 2021","2021/28","Renal failure","N17-N19","65-74 years","65-74",13,Not Applicable,Not Applicable
,"California","06","2021 Week 28 ending July 17, 2021","2021/28","Renal failure","N17-N19","75-84 years","75-84",31,Not Applicable,Not Applicable
,"California","06","2021 Week 28 ending July 17, 2021","2021/28","Renal failure","N17-N19","85+ years","85+",29,Not Applicable,Not Applicable
,"California","06","2021 Week 29 ending July 24, 2021","2021/29","Renal failure","N17-N19","55-64 years","55-64",13,Not Applicable,Not Applicable
,"California","06","2021 Week 29 ending July 24, 2021","2021/29","Renal failure","N17-N19","65-74 years","65-74",16,Not Applicable,Not Applicable
,"California","06","2021 Week 29 ending July 24, 2021","2021/29","Renal failure","N17-N19","75-84 years","75-84",20,Not Applicable,Not Applicable
,"California","06","2021 Week 29 ending July 24, 2021","2021/29","Renal failure","N17-N19","85+ years","85+",22,Not Applicable,Not Applicable
,"California","06","2021 Week 30 ending July 31, 2021","2021/30","Renal failure","N17-N19","55-64 years","55-64",12,Not Applicable,Not Applicable
,"California","06","2021 Week 30 ending July 31, 2021","2021/30","Renal failure","N17-N19","65-74 years","65-74",19,Not Applicable,Not Applicable
,"California","06","2021 Week 30 ending July 31, 2021","2021/30","Renal failure","N17-N19","75-84 years","75-84",28,Not Applicable,Not Applicable
,"California","06","2021 Week 30 ending July 31, 2021","2021/30","Renal failure","N17-N19","85+ years","85+",28,Not Applicable,Not Applicable
,"California","06","2021 Week 31 ending August 07, 2021","2021/31","Renal failure","N17-N19","55-64 years","55-64",11,Not Applicable,Not Applicable
,"California","06","2021 Week 31 ending August 07, 2021","2021/31","Renal failure","N17-N19","65-74 years","65-74",12,Not Applicable,Not Applicable
,"California","06","2021 Week 31 ending August 07, 2021","2021/31","Renal failure","N17-N19","75-84 years","75-84",22,Not Applicable,Not Applicable
,"California","06","2021 Week 31 ending August 07, 2021","2021/31","Renal failure","N17-N19","85+ years","85+",36,Not Applicable,Not Applicable
,"California","06","2021 Week 32 ending August 14, 2021","2021/32","Renal failure","N17-N19","65-74 years","65-74",16,Not Applicable,Not Applicable
,"California","06","2021 Week 32 ending August 14, 2021","2021/32","Renal failure","N17-N19","75-84 years","75-84",19,Not Applicable,Not Applicable
,"California","06","2021 Week 32 ending August 14, 2021","2021/32","Renal failure","N17-N19","85+ years","85+",20,Not Applicable,Not Applicable
,"California","06","2021 Week 33 ending August 21, 2021","2021/33","Renal failure","N17-N19","55-64 years","55-64",10,Not Applicable,Not Applicable
,"California","06","2021 Week 33 ending August 21, 2021","2021/33","Renal failure","N17-N19","65-74 years","65-74",18,Not Applicable,Not Applicable
,"California","06","2021 Week 33 ending August 21, 2021","2021/33","Renal failure","N17-N19","75-84 years","75-84",19,Not Applicable,Not Applicable
,"California","06","2021 Week 33 ending August 21, 2021","2021/33","Renal failure","N17-N19","85+ years","85+",39,Not Applicable,Not Applicable
,"California","06","2021 Week 34 ending August 28, 2021","2021/34","Renal failure","N17-N19","55-64 years","55-64",17,Not Applicable,Not Applicable
,"California","06","2021 Week 34 ending August 28, 2021","2021/34","Renal failure","N17-N19","65-74 years","65-74",17,Not Applicable,Not Applicable
,"California","06","2021 Week 34 ending August 28, 2021","2021/34","Renal failure","N17-N19","75-84 years","75-84",24,Not Applicable,Not Applicable
,"California","06","2021 Week 34 ending August 28, 2021","2021/34","Renal failure","N17-N19","85+ years","85+",26,Not Applicable,Not Applicable
,"California","06","2021 Week 35 ending September 04, 2021","2021/35","Renal failure","N17-N19","55-64 years","55-64",12,Not Applicable,Not Applicable
,"California","06","2021 Week 35 ending September 04, 2021","2021/35","Renal failure","N17-N19","65-74 years","65-74",26,Not Applicable,Not Applicable
,"California","06","2021 Week 35 ending September 04, 2021","2021/35","Renal failure","N17-N19","75-84 years","75-84",26,Not Applicable,Not Applicable
,"California","06","2021 Week 35 ending September 04, 2021","2021/35","Renal failure","N17-N19","85+ years","85+",25,Not Applicable,Not Applicable
,"California","06","2021 Week 36 ending September 11, 2021","2021/36","Renal failure","N17-N19","55-64 years","55-64",21,Not Applicable,Not Applicable
,"California","06","2021 Week 36 ending September 11, 2021","2021/36","Renal failure","N17-N19","65-74 years","65-74",21,Not Applicable,Not Applicable
,"California","06","2021 Week 36 ending September 11, 2021","2021/36","Renal failure","N17-N19","75-84 years","75-84",21,Not Applicable,Not Applicable
,"California","06","2021 Week 36 ending September 11, 2021","2021/36","Renal failure","N17-N19","85+ years","85+",31,Not Applicable,Not Applicable
,"California","06","2021 Week 37 ending September 18, 2021","2021/37","Renal failure","N17-N19","65-74 years","65-74",19,Not Applicable,Not Applicable
,"California","06","2021 Week 37 ending September 18, 2021","2021/37","Renal failure","N17-N19","75-84 years","75-84",19,Not Applicable,Not Applicable
,"California","06","2021 Week 37 ending September 18, 2021","2021/37","Renal failure","N17-N19","85+ years","85+",23,Not Applicable,Not Applicable
,"California","06","2021 Week 38 ending September 25, 2021","2021/38","Renal failure","N17-N19","55-64 years","55-64",10,Not Applicable,Not Applicable
,"California","06","2021 Week 38 ending September 25, 2021","2021/38","Renal failure","N17-N19","65-74 years","65-74",21,Not Applicable,Not Applicable
,"California","06","2021 Week 38 ending September 25, 2021","2021/38","Renal failure","N17-N19","75-84 years","75-84",24,Not Applicable,Not Applicable
,"California","06","2021 Week 38 ending September 25, 2021","2021/38","Renal failure","N17-N19","85+ years","85+",20,Not Applicable,Not Applicable
,"California","06","2021 Week 39 ending October 02, 2021","2021/39","Renal failure","N17-N19","65-74 years","65-74",18,Not Applicable,Not Applicable
,"California","06","2021 Week 39 ending October 02, 2021","2021/39","Renal failure","N17-N19","75-84 years","75-84",24,Not Applicable,Not Applicable
,"California","06","2021 Week 39 ending October 02, 2021","2021/39","Renal failure","N17-N19","85+ years","85+",24,Not Applicable,Not Applicable
,"California","06","2021 Week 40 ending October 09, 2021","2021/40","Renal failure","N17-N19","55-64 years","55-64",15,Not Applicable,Not Applicable
,"California","06","2021 Week 40 ending October 09, 2021","2021/40","Renal failure","N17-N19","65-74 years","65-74",23,Not Applicable,Not Applicable
,"California","06","2021 Week 40 ending October 09, 2021","2021/40","Renal failure","N17-N19","75-84 years","75-84",22,Not Applicable,Not Applicable
,"California","06","2021 Week 40 ending October 09, 2021","2021/40","Renal failure","N17-N19","85+ years","85+",29,Not Applicable,Not Applicable
,"California","06","2021 Week 41 ending October 16, 2021","2021/41","Renal failure","N17-N19","65-74 years","65-74",23,Not Applicable,Not Applicable
,"California","06","2021 Week 41 ending October 16, 2021","2021/41","Renal failure","N17-N19","75-84 years","75-84",13,Not Applicable,Not Applicable
,"California","06","2021 Week 41 ending October 16, 2021","2021/41","Renal failure","N17-N19","85+ years","85+",27,Not Applicable,Not Applicable
,"California","06","2021 Week 42 ending October 23, 2021","2021/42","Renal failure","N17-N19","65-74 years","65-74",12,Not Applicable,Not Applicable
,"California","06","2021 Week 42 ending October 23, 2021","2021/42","Renal failure","N17-N19","75-84 years","75-84",20,Not Applicable,Not Applicable
,"California","06","2021 Week 42 ending October 23, 2021","2021/42","Renal failure","N17-N19","85+ years","85+",33,Not Applicable,Not Applicable
,"California","06","2021 Week 43 ending October 30, 2021","2021/43","Renal failure","N17-N19","55-64 years","55-64",13,Not Applicable,Not Applicable
,"California","06","2021 Week 43 ending October 30, 2021","2021/43","Renal failure","N17-N19","65-74 years","65-74",15,Not Applicable,Not Applicable
,"California","06","2021 Week 43 ending October 30, 2021","2021/43","Renal failure","N17-N19","75-84 years","75-84",28,Not Applicable,Not Applicable
,"California","06","2021 Week 43 ending October 30, 2021","2021/43","Renal failure","N17-N19","85+ years","85+",30,Not Applicable,Not Applicable
,"California","06","2021 Week 44 ending November 06, 2021","2021/44","Renal failure","N17-N19","55-64 years","55-64",17,Not Applicable,Not Applicable
,"California","06","2021 Week 44 ending November 06, 2021","2021/44","Renal failure","N17-N19","65-74 years","65-74",23,Not Applicable,Not Applicable
,"California","06","2021 Week 44 ending November 06, 2021","2021/44","Renal failure","N17-N19","75-84 years","75-84",27,Not Applicable,Not Applicable
,"California","06","2021 Week 44 ending November 06, 2021","2021/44","Renal failure","N17-N19","85+ years","85+",25,Not Applicable,Not Applicable
,"California","06","2021 Week 45 ending November 13, 2021","2021/45","Renal failure","N17-N19","65-74 years","65-74",21,Not Applicable,Not Applicable
,"California","06","2021 Week 45 ending November 13, 2021","2021/45","Renal failure","N17-N19","75-84 years","75-84",24,Not Applicable,Not Applicable
,"California","06","2021 Week 45 ending November 13, 2021","2021/45","Renal failure","N17-N19","85+ years","85+",32,Not Applicable,Not Applicable
,"California","06","2021 Week 46 ending November 20, 2021","2021/46","Renal failure","N17-N19","55-64 years","55-64",13,Not Applicable,Not Applicable
,"California","06","2021 Week 46 ending November 20, 2021","2021/46","Renal failure","N17-N19","65-74 years","65-74",17,Not Applicable,Not Applicable
,"California","06","2021 Week 46 ending November 20, 2021","2021/46","Renal failure","N17-N19","75-84 years","75-84",17,Not Applicable,Not Applicable
,"California","06","2021 Week 46 ending November 20, 2021","2021/46","Renal failure","N17-N19","85+ years","85+",23,Not Applicable,Not Applicable
,"California","06","2021 Week 47 ending November 27, 2021","2021/47","Renal failure","N17-N19","65-74 years","65-74",19,Not Applicable,Not Applicable
,"California","06","2021 Week 47 ending November 27, 2021","2021/47","Renal failure","N17-N19","75-84 years","75-84",13,Not Applicable,Not Applicable
,"California","06","2021 Week 47 ending November 27, 2021","2021/47","Renal failure","N17-N19","85+ years","85+",36,Not Applicable,Not Applicable
,"California","06","2021 Week 48 ending December 04, 2021","2021/48","Renal failure","N17-N19","55-64 years","55-64",15,Not Applicable,Not Applicable
,"California","06","2021 Week 48 ending December 04, 2021","2021/48","Renal failure","N17-N19","65-74 years","65-74",27,Not Applicable,Not Applicable
,"California","06","2021 Week 48 ending December 04, 2021","2021/48","Renal failure","N17-N19","75-84 years","75-84",33,Not Applicable,Not Applicable
,"California","06","2021 Week 48 ending December 04, 2021","2021/48","Renal failure","N17-N19","85+ years","85+",31,Not Applicable,Not Applicable
,"California","06","2021 Week 49 ending December 11, 2021","2021/49","Renal failure","N17-N19","55-64 years","55-64",14,Not Applicable,Not Applicable
,"California","06","2021 Week 49 ending December 11, 2021","2021/49","Renal failure","N17-N19","65-74 years","65-74",23,Not Applicable,Not Applicable
,"California","06","2021 Week 49 ending December 11, 2021","2021/49","Renal failure","N17-N19","75-84 years","75-84",27,Not Applicable,Not Applicable
,"California","06","2021 Week 49 ending December 11, 2021","2021/49","Renal failure","N17-N19","85+ years","85+",40,Not Applicable,Not Applicable
,"California","06","2021 Week 50 ending December 18, 2021","2021/50","Renal failure","N17-N19","55-64 years","55-64",12,Not Applicable,Not Applicable
,"California","06","2021 Week 50 ending December 18, 2021","2021/50","Renal failure","N17-N19","65-74 years","65-74",20,Not Applicable,Not Applicable
,"California","06","2021 Week 50 ending December 18, 2021","2021/50","Renal failure","N17-N19","75-84 years","75-84",20,Not Applicable,Not Applicable
,"California","06","2021 Week 50 ending December 18, 2021","2021/50","Renal failure","N17-N19","85+ years","85+",40,Not Applicable,Not Applicable
,"California","06","2021 Week 51 ending December 25, 2021","2021/51","Renal failure","N17-N19","55-64 years","55-64",13,Not Applicable,Not Applicable
,"California","06","2021 Week 51 ending December 25, 2021","2021/51","Renal failure","N17-N19","65-74 years","65-74",22,Not Applicable,Not Applicable
,"California","06","2021 Week 51 ending December 25, 2021","2021/51","Renal failure","N17-N19","75-84 years","75-84",37,Not Applicable,Not Applicable
,"California","06","2021 Week 51 ending December 25, 2021","2021/51","Renal failure","N17-N19","85+ years","85+",34,Not Applicable,Not Applicable
,"California","06","2021 Week 52 ending January 01, 2022","2021/52","Renal failure","N17-N19","55-64 years","55-64",15,Not Applicable,Not Applicable
,"California","06","2021 Week 52 ending January 01, 2022","2021/52","Renal failure","N17-N19","65-74 years","65-74",22,Not Applicable,Not Applicable
,"California","06","2021 Week 52 ending January 01, 2022","2021/52","Renal failure","N17-N19","75-84 years","75-84",22,Not Applicable,Not Applicable
,"California","06","2021 Week 52 ending January 01, 2022","2021/52","Renal failure","N17-N19","85+ years","85+",36,Not Applicable,Not Applicable
